"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Page count","Cited by","DOI","Link","Document Type","Publication Stage","Open Access","Source","EID"
"Colleto G.M.; Gomes V.","Colleto, Giseli Mary (57209198882); Gomes, Vanessa (24381682400)","57209198882; 24381682400","EXPLORING MACHINE LEARNING-BASED ARCHETYPES FOR URBAN LIFE CYCLE MODELING (UBIM)","2022","Acta Polytechnica CTU Proceedings","38","","","169","175","6","0","10.14311/APP.2022.38.0169","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85159949036&doi=10.14311%2fAPP.2022.38.0169&partnerID=40&md5=fefe497ba400eb4deb32da5f6840d4ec","Conference paper","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85159949036"
"Teston A.; Ghisi E.; Martins Vaz I.C.; De Carvalho J.W.L.T.; Mayer D.; Teixeira C.A.","Teston, Andrea (57201586961); Ghisi, Enedir (8859872400); Martins Vaz, Igor Catao (57212496392); De Carvalho, Juliana Wilse Landolfi Teixeira (57224772794); Mayer, Diego (56732452900); Teixeira, Celimar A. (57191471809)","57201586961; 8859872400; 57212496392; 57224772794; 56732452900; 57191471809","Water Balance Modeling as a Tool for Assessing the Inventory Flows of Urban Water Systems and Water Consumption in Buildings","2025","Journal of Water Resources Planning and Management","151","1","05024015","","","","0","10.1061/JWRMD5.WRENG-6426","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85207830634&doi=10.1061%2fJWRMD5.WRENG-6426&partnerID=40&md5=834a3c50f80d3139af9506253bde59e3","Article","Final","","Scopus","2-s2.0-85207830634"
"Leite F.M.C.; Ferrari B.; Fiorotti K.F.; de Oliveira Pedroso M.R.; Venturin B.; Letourneau N.; Tavares F.L.","Leite, Franciéle Marabotti Costa (37014779100); Ferrari, Beatriz (58260998700); Fiorotti, Karina Fardin (21734069500); de Oliveira Pedroso, Márcia Regina (57226562622); Venturin, Bruna (57545254200); Letourneau, Nicole (58834507500); Tavares, Fábio Lúcio (57395012800)","37014779100; 58260998700; 21734069500; 57226562622; 57545254200; 58834507500; 57395012800","Analysis of reported cases of sexual violence in Espírito Santo, southeastern Brazil, 2011–2018","2023","BMC Public Health","23","1","914","","","","1","10.1186/s12889-023-15722-8","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85159643266&doi=10.1186%2fs12889-023-15722-8&partnerID=40&md5=be5d94d79eb2efb32fb49d88d77746cf","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85159643266"
"Sposito C.C.A.; Sposito F.A.; Mateus R.; Tashima M.M.; Bueno C.; Rossignolo J.A.","Sposito, C.C.A. (58025833200); Sposito, F.A. (57217079130); Mateus, R. (56119607100); Tashima, M.M. (16067348400); Bueno, C. (56996902200); Rossignolo, J.A. (8082370200)","58025833200; 57217079130; 56119607100; 16067348400; 56996902200; 8082370200","Consequential life cycle assessment of bamboo leaf ash generation: A Brazilian context","2024","Journal of Cleaner Production","470","","143347","","","","1","10.1016/j.jclepro.2024.143347","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85200609671&doi=10.1016%2fj.jclepro.2024.143347&partnerID=40&md5=b53c7630de787e9ca311646e1503b74e","Article","Final","","Scopus","2-s2.0-85200609671"
"Teixeira J.B.D.C.; dos Santos K.C.; Guedes P.E.B.; Vitor R.C.; Bitar T.V.; Harvey T.V.; Sevá A.D.P.; Carlos R.S.A.","Teixeira, Jamille Bispo de Carvalho (58158759600); dos Santos, Katharine Costa (57221602141); Guedes, Paula Elisa Brandão (56010552500); Vitor, Rebeca Costa (58524551000); Bitar, Thammy Vieira (58125036600); Harvey, Tatiani Vitor (56010859300); Sevá, Anaiá da Paixão (37102673300); Carlos, Renata Santiago Alberto (24075178000)","58158759600; 57221602141; 56010552500; 58524551000; 58125036600; 56010859300; 37102673300; 24075178000","Tungiasis: Participation of Cats and Chickens in the Dispersion and Maintenance of the Disease in an Endemic Tourist Area in Brazil","2023","Tropical Medicine and Infectious Disease","8","10","456","","","","2","10.3390/tropicalmed8100456","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85175045712&doi=10.3390%2ftropicalmed8100456&partnerID=40&md5=f3aac9b7b73a68730d723acc99ed52ae","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85175045712"
"Teston A.; Ghisi E.; Vaz I.C.M.; Scolaro T.P.; Severis R.M.","Teston, Andréa (57201586961); Ghisi, Enedir (8859872400); Vaz, Igor Catão Martins (57212496392); Scolaro, Taylana Piccinini (57224107268); Severis, Roni Matheus (57208080049)","57201586961; 8859872400; 57212496392; 57224107268; 57208080049","Modular life cycle assessment approach: Environmental impact of rainwater harvesting systems in urban water systems","2024","Science of the Total Environment","908","","168281","","","","8","10.1016/j.scitotenv.2023.168281","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85176127946&doi=10.1016%2fj.scitotenv.2023.168281&partnerID=40&md5=4138bf2f9eedfceccfb2980bacab16d3","Article","Final","","Scopus","2-s2.0-85176127946"
"Caldas L.R.; Saraiva A.B.; Lucena A.F.P.; Da Gloria M.Y.; Santos A.S.; Filho R.D.T.","Caldas, Lucas Rosse (57218205013); Saraiva, Anna Bernstad (57192923367); Lucena, André F.P. (55313517300); Da Gloria, M'hamed Yassin (57219603990); Santos, Andrea Souza (55745741600); Filho, Romildo Dias Toledo (57220045646)","57218205013; 57192923367; 55313517300; 57219603990; 55745741600; 57220045646","Building materials in a circular economy: The case of wood waste as CO2-sink in bio concrete","2021","Resources, Conservation and Recycling","166","","105346","","","","68","10.1016/j.resconrec.2020.105346","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85098186882&doi=10.1016%2fj.resconrec.2020.105346&partnerID=40&md5=cf9c7dbf739a3d628abd03007e8b6c1c","Article","Final","","Scopus","2-s2.0-85098186882"
"Neto A.H.; Machado R.D.; de Almeida Rocha A.P.; André M.; Marcondes-Cavaleri M.P.; Góes T.M.; Trigo J.P.L.","Neto, Alberto Hernandez (56017784100); Machado, Rodrigo Dias (58168828900); de Almeida Rocha, Ana Paula (57196818417); André, Maíra (57212004379); Marcondes-Cavaleri, Mônica Pereira (58169381100); Góes, Thiago Montenegro (57572738100); Trigo, Juliana Pellegrini Lemos (58169744500)","56017784100; 58168828900; 57196818417; 57212004379; 58169381100; 57572738100; 58169744500","Perspectives of building simulation in Brazil: Brazilian building simulation market landscape and the applicability of ASHRAE Standard 209","2022","Building Simulation Conference Proceedings","","","","1742","1749","7","0","10.26868/25222708.2021.30562","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85151563143&doi=10.26868%2f25222708.2021.30562&partnerID=40&md5=a11b44d17e5cbc67dc5ea2e5c90c6464","Conference paper","Final","","Scopus","2-s2.0-85151563143"
"Vanini G.N.; de Almeida M.F.; Sousa M.N.P.O.; de Oliveira F.L.","Vanini, Gustavo Natalino (58763282400); de Almeida, Maisa Fonseca (58152652000); Sousa, Marcela Noronha Pinto de Oliveira e (58762461000); de Oliveira, Fabiana Lopes (57203576827)","58763282400; 58152652000; 58762461000; 57203576827","Constructing the Timeline of the Republican Museum 'Convenção de Itu' through Investigative Processes for Technological and Digital Production; [A construção da linha do tempo do Museu Republicano “Convenção de Itu” a partir de processos de investigação para produção tecnológica e digital]","2023","Anais do Museu Paulista","31","","e28","","","","0","10.11606/1982-02672023v31e28","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85179679079&doi=10.11606%2f1982-02672023v31e28&partnerID=40&md5=a0166353c6271b26d555a2f685e160a8","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85179679079"
"Silva V.; Contreras F.; Koide R.; Liu C.","Silva, Victor (57618010600); Contreras, Francisco (24174327100); Koide, Ryu (55339829900); Liu, Chen (52264117400)","57618010600; 24174327100; 55339829900; 52264117400","Analyzing Diets’ Contribution to Greenhouse Gas Emissions in Brasilia, Brazil","2023","Sustainability (Switzerland)","15","7","6174","","","","4","10.3390/su15076174","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85152793288&doi=10.3390%2fsu15076174&partnerID=40&md5=28c7fc9b4ed7b8a533ac0ca6c8cf762a","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85152793288"
"Rebelato M.G.; Rodrigues A.M.; Ferreira B.S.","Rebelato, Marcelo Girotto (57191330150); Rodrigues, Andréia Marize (57191336258); Ferreira, Bruna Sousa (59338684300)","57191330150; 57191336258; 59338684300","Proposal of an environmental performance index to assess leather-manufacturing companies","2024","Green Technologies and Sustainability","2","3","100106","","","","2","10.1016/j.grets.2024.100106","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85204714440&doi=10.1016%2fj.grets.2024.100106&partnerID=40&md5=c9e9e14747b0fb41a66dac56f4ddfff4","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85204714440"
"Triana M.A.; Lamberts R.; Sassi P.","Triana, Maria Andrea (55351578200); Lamberts, Roberto (56238426700); Sassi, Paola (24559461300)","55351578200; 56238426700; 24559461300","Sustainable energy performance in Brazilian social housing: A proposal for a Sustainability Index in the energy life cycle considering climate change","2021","Energy and Buildings","242","","110845","","","","20","10.1016/j.enbuild.2021.110845","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85104337975&doi=10.1016%2fj.enbuild.2021.110845&partnerID=40&md5=514f0b5eb8e8e29b886f764ba0dc3c75","Article","Final","","Scopus","2-s2.0-85104337975"
"Vaz I.C.M.; Ghisi E.","Vaz, Igor Catão Martins (57212496392); Ghisi, Enedir (8859872400)","57212496392; 8859872400","Rainwater harvesting through roofs and stormwater harvesting through pervious pavements: A Life Cycle Assessment and decision-making comparison","2024","Journal of Cleaner Production","476","","143782","","","","0","10.1016/j.jclepro.2024.143782","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85204893315&doi=10.1016%2fj.jclepro.2024.143782&partnerID=40&md5=0d6d826b1b075949c7be9d0125c3f048","Article","Final","","Scopus","2-s2.0-85204893315"
"Velandia Vargas J.E.; Seabra J.E.A.","Velandia Vargas, Jorge Enrique (57211003908); Seabra, Joaquim Eugênio Abel (23390441500)","57211003908; 23390441500","Fuel-cell technologies for private vehicles in Brazil: Environmental mirage or prospective romance? A comparative life cycle assessment of PEMFC and SOFC light-duty vehicles","2021","Science of the Total Environment","798","","149265","","","","24","10.1016/j.scitotenv.2021.149265","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85111173717&doi=10.1016%2fj.scitotenv.2021.149265&partnerID=40&md5=928eb57ee04db5c360eafaa9cbfc9c1c","Article","Final","","Scopus","2-s2.0-85111173717"
"Loponte D.; Carbonera M.; Santos de Almeida T.; Maestri R.; Lourdeau A.; Santos Pereira M.; Silvestre R.; Bertoncello A.","Loponte, Daniel (36782598600); Carbonera, Mirian (57189220760); Santos de Almeida, Thamara (58044211300); Maestri, Renan (56205606900); Lourdeau, Antoine (55623445300); Santos Pereira, Marcos (59158909100); Silvestre, Romina (57216211111); Bertoncello, Aline (58044211400)","36782598600; 57189220760; 58044211300; 56205606900; 55623445300; 59158909100; 57216211111; 58044211400","A review of the curved lithic cleavers from the rainforest of southeastern South America","2023","Journal of Archaeological Science: Reports","47","","103714","","","","5","10.1016/j.jasrep.2022.103714","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85145734759&doi=10.1016%2fj.jasrep.2022.103714&partnerID=40&md5=38e3c4136e3533cf565afb862119650c","Review","Final","","Scopus","2-s2.0-85145734759"
"Aguiar R.G.; Guimarães E.C.; Brito P.S.; Ottoni F.P.; Nunes J.L.S.","Aguiar, Rayane Gonçalves (57226607383); Guimarães, Erick Cristofore (57194092377); Brito, Pâmella Silva de (55817263100); Ottoni, Felipe Polivanov (36619962800); Nunes, Jorge Luiz Silva (36457234500)","57226607383; 57194092377; 55817263100; 36619962800; 36457234500","INTERTIDAL FISHES OF THE CEMENTED TERRACES FROM BRAZILIAN AMAZON COAST; [ICTIOFAUNA DE POÇAS DE MARÉ EM TERRAÇOS CONSOLIDADOS DO LITORAL AMAZÔNICO BRASILEIRO]","2021","Oecologia Australis","25","4","","880","888","8","2","10.4257/oeco.2021.2504.09","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85126030727&doi=10.4257%2foeco.2021.2504.09&partnerID=40&md5=8fe56f1a9b29b90adde7da9d5edd047c","Article","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-85126030727"
"dos Santos J.V.B.; dos Santos A.L.H.; Alves A.M.; de Oliveira M.R.; de Medeiros Gomes Simplicio K.M.; Silva L.M.S.; de Jesus J.V.; Soares M.E.; da Costa A.C.S.; da Silva W.S.I.; de Melo C.M.; Madi R.R.; Lima V.F.S.","dos Santos, João Victor Batista (59395791800); dos Santos, Anna Luiza Hora (57219906235); Alves, André Mota (57204165766); de Oliveira, Matheus Resende (59396113100); de Medeiros Gomes Simplicio, Kalina Maria (59396273200); Silva, Lorena Maciel Santos (58293613800); de Jesus, João Victor (58294263300); Soares, Michelle Evangelista (59337603400); da Costa, Ana Cinthia Santos (59395791900); da Silva, Weslania Sousa Inacio (57290546700); de Melo, Cláudia Moura (55312549500); Madi, Rubens Riscala (6507881455); Lima, Victor Fernando Santana (56702134300)","59395791800; 57219906235; 57204165766; 59396113100; 59396273200; 58293613800; 58294263300; 59337603400; 59395791900; 57290546700; 55312549500; 6507881455; 56702134300","Flies as Carriers of Gastrointestinal Protozoa of Interest in Public Health in the Northeast of Brazil","2024","Acta Parasitologica","69","4","","2055","2063","8","1","10.1007/s11686-024-00935-7","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85208195158&doi=10.1007%2fs11686-024-00935-7&partnerID=40&md5=88cff341d3f813bff5ad4133c6e782b4","Article","Final","","Scopus","2-s2.0-85208195158"
"Bertoli G.; Sartori G.; Baptista D.; Passuello A.; Danilevicz A.; Torres M.; Garcez M.","Bertoli, Gabriela (58609394800); Sartori, Gabriela (57915070400); Baptista, Daniela (58609566900); Passuello, Ana (57195603471); Danilevicz, Angela (6507168726); Torres, Maurício (55497252800); Garcez, Monica (16063403900)","58609394800; 57915070400; 58609566900; 57195603471; 6507168726; 55497252800; 16063403900","ENERGY, ENVIRONMENTAL AND COST PERFORMANCE OF WALL SYSTEMS FOR STANDARD RESIDENTIAL HOUSING: A CASE STUDY","2023","Journal of Green Building","18","3","","41","60","19","0","10.3992/jgb.18.3.41","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85171773812&doi=10.3992%2fjgb.18.3.41&partnerID=40&md5=466587fd95189ac8491bc996034ffd4c","Article","Final","","Scopus","2-s2.0-85171773812"
"Castro R.B.D.; Leopoldino L.S.; Badaró de Moraes J.V.; Bressan G.C.; de Souza Vasconcellos R.; Favarato E.S.; Voorwald F.A.; Fietto J.L.R.","Castro, Raissa Barbosa de (57217148423); Leopoldino, Luma Salgado (59310027200); Badaró de Moraes, João Victor (57210994768); Bressan, Gustavo Costa (14041353200); de Souza Vasconcellos, Raphael (55385759400); Favarato, Evandro Silva (23099786400); Voorwald, Fabiana Azevedo (36092285200); Fietto, Juliana Lopes Rangel (7801474597)","57217148423; 59310027200; 57210994768; 14041353200; 55385759400; 23099786400; 36092285200; 7801474597","Development and preliminary study of the rLiNTPDase2 rapid test: A lateral flow immunochromatographic assay for Canine Visceral Leishmaniasis","2024","Veterinary Parasitology","331","","110299","","","","0","10.1016/j.vetpar.2024.110299","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85202795756&doi=10.1016%2fj.vetpar.2024.110299&partnerID=40&md5=52d2bbea9afe1b9eeb6a18ebd8dafb37","Article","Final","","Scopus","2-s2.0-85202795756"
"Neves-Ferreira I.; Mello-Fonseca J.; Ferreira C.E.L.","Neves-Ferreira, Isabella (57903058500); Mello-Fonseca, Juliana (57559987700); Ferreira, Carlos E. L. (7202112414)","57903058500; 57559987700; 7202112414","Photo-identification shows the spatio-temporal distribution of two sea turtle species in a Brazilian developmental foraging ground","2023","Marine Biology","170","7","83","","","","2","10.1007/s00227-023-04226-z","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85160112844&doi=10.1007%2fs00227-023-04226-z&partnerID=40&md5=f0b708042f21a44afd642a561ea828b4","Article","Final","All Open Access; Bronze Open Access; Green Open Access","Scopus","2-s2.0-85160112844"
"Mattaraia L.; Fabricio M.M.; Codinhoto R.","Mattaraia, Letícia (57226801212); Fabricio, Márcio Minto (55710932800); Codinhoto, Ricardo (35076879600)","57226801212; 55710932800; 35076879600","Structure for the classification of disassembly applied to BIM models.","2023","Architectural Engineering and Design Management","19","1","","56","73","17","12","10.1080/17452007.2021.1956420","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85112712153&doi=10.1080%2f17452007.2021.1956420&partnerID=40&md5=1fdbfd6daeac4baa180efc318bedbab0","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-85112712153"
"Naves A.X.; Esteller L.J.; Haddad A.N.; Boer D.","Naves, Alex Ximenes (57201822384); Esteller, Laureano Jiménez (56600689900); Haddad, Assed Naked (23012063300); Boer, Dieter (7003615369)","57201822384; 56600689900; 23012063300; 7003615369","Targeting energy efficiency through air conditioning operational modes for residential buildings in tropical climates, assisted by solar energy and thermal energy storage. Case study Brazil","2021","Sustainability (Switzerland)","13","22","12831","","","","3","10.3390/su132212831","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85119608879&doi=10.3390%2fsu132212831&partnerID=40&md5=eb1c74e182fdc58a164cb36083fa0722","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85119608879"
"Afonso A.S.","Afonso, André S. (23003467800)","23003467800","Humans influence shark behavior: Evidence from the COVID-19 lockdown","2024","Ocean and Coastal Management","248","","106965","","","","1","10.1016/j.ocecoaman.2023.106965","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85179128456&doi=10.1016%2fj.ocecoaman.2023.106965&partnerID=40&md5=1554ccfdd105149e6428005815f6356f","Article","Final","All Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85179128456"
"de Simone Souza H.H.; de Morais Lima P.; Medeiros D.L.; Vieira J.; Filho F.J.C.M.; Paulo P.L.; Fullana-i-Palmer P.; Boncz M.Á.","de Simone Souza, Hugo Henrique (57193580272); de Morais Lima, Priscila (57201189625); Medeiros, Diego Lima (56338829900); Vieira, Jéssica (58419092300); Filho, Fernando Jorge Corrêa Magalhães (57198778918); Paulo, Paula Loureiro (55889736000); Fullana-i-Palmer, Pere (57219600552); Boncz, Marc Árpad (6506034043)","57193580272; 57201189625; 56338829900; 58419092300; 57198778918; 55889736000; 57219600552; 6506034043","Environmental assessment of on-site source-separated wastewater treatment and reuse systems for resource recovery in a sustainable sanitation view","2023","Science of the Total Environment","895","","165122","","","","15","10.1016/j.scitotenv.2023.165122","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85163858177&doi=10.1016%2fj.scitotenv.2023.165122&partnerID=40&md5=710487173fdf842eebd331abaa27bdde","Article","Final","","Scopus","2-s2.0-85163858177"
"Di Domênico M.; Ribeiro L.A.; Silva T.L.D.","Di Domênico, Marianne (57409938200); Ribeiro, Lauro André (55225778300); Silva, Thaísa Leal da (15925234200)","57409938200; 55225778300; 15925234200","Life Cycle Assessment of Single-Story Low-Income Housing: A Brazilian Case Study †","2024","Buildings","14","7","1980","","","","0","10.3390/buildings14071980","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85199639635&doi=10.3390%2fbuildings14071980&partnerID=40&md5=3a392edd397e1f3916f447e2495a276d","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85199639635"
"Domingos R.M.A.; Pereira F.O.R.","Domingos, Renata Mansuelo Alves (57211116256); Pereira, Fernando Oscar Ruttkay (7201690337)","57211116256; 7201690337","Comparative cost-benefit analysis of the energy efficiency measures and photovoltaic generation in houses of social interest in Brazil","2021","Energy and Buildings","243","","111013","","","","15","10.1016/j.enbuild.2021.111013","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85105690541&doi=10.1016%2fj.enbuild.2021.111013&partnerID=40&md5=882fa70ed4226f8d620fa15ba65f2df0","Article","Final","","Scopus","2-s2.0-85105690541"
"Lira J.S.D.M.M.; Gomes de Souza C.P.; da Silva E.A.","Lira, Júlia Santiago de Matos Monteiro (59360583600); Gomes de Souza, Calebe Paiva (59723338100); da Silva, Elaine Aparecida (53663381500)","59360583600; 59723338100; 53663381500","A novel approach to dynamic life cycle assessment: Integrating climate change and cooling operation patterns in building energy consumption forecasting","2025","Energy and Buildings","337","","115656","","","","0","10.1016/j.enbuild.2025.115656","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105001846756&doi=10.1016%2fj.enbuild.2025.115656&partnerID=40&md5=7b732606ae5663fa4c812d7965589e7f","Article","Final","","Scopus","2-s2.0-105001846756"
"Aparicio C.A.P.; Dota E.M.","Aparicio, Cimar Alejandro Prieto (57226502792); Dota, Ednelson Mariano (58112275700)","57226502792; 58112275700","Family dynamics as a conditioning factor of residential mobility in metropolitan areas; [A dinâmica familiar como condicionante da mobilidade residencial no espaço metropolitano]; [La dinámica familiar como factor condicionante de la movilidad residencial en las áreas metropolitanas]","2024","Revista Brasileira de Estudos de Populacao","41","","e0277","","","","1","10.20947/S0102-3098a0277","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85216087002&doi=10.20947%2fS0102-3098a0277&partnerID=40&md5=2d9bc56b8dd45cba6508aff42c378f6b","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85216087002"
"Bertoli G.; Timm J.; Ries R.; Torres M.; Passuello A.","Bertoli, Gabriela (58609394800); Timm, Janaine (57211216417); Ries, Robert (7005263059); Torres, Maurício (55497252800); Passuello, Ana (57195603471)","58609394800; 57211216417; 7005263059; 55497252800; 57195603471","Life cycle integrated analysis of thermal, environmental and cost performance of building envelope system: Small house case study considering grid mix change in Brazil","2024","Energy and Buildings","310","","114096","","","","5","10.1016/j.enbuild.2024.114096","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85189134412&doi=10.1016%2fj.enbuild.2024.114096&partnerID=40&md5=34161b6d03e98bbde95ab0ffce845eba","Article","Final","","Scopus","2-s2.0-85189134412"
"Petersen A.; Silva A.; González M.","Petersen, André (57217257845); Silva, Ana (25959361900); González, Marco (55462763500)","57217257845; 25959361900; 55462763500","Service Life Prediction of Painted Renderings Using Maintenance Data through Regression Techniques","2023","Buildings","13","3","785","","","","2","10.3390/buildings13030785","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85151711690&doi=10.3390%2fbuildings13030785&partnerID=40&md5=176ee101c68d06e9b2c16c9650a8f797","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85151711690"
"Vitorio Junior P.C.; Yepes V.; Kripka M.","Vitorio Junior, Paulo Cezar (57699943800); Yepes, Víctor (57200949536); Kripka, Moacir (6507166199)","57699943800; 57200949536; 6507166199","Comparison of Brazilian Social Interest Housing Projects Considering Sustainability","2022","International Journal of Environmental Research and Public Health","19","10","6213","","","","2","10.3390/ijerph19106213","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85130327626&doi=10.3390%2fijerph19106213&partnerID=40&md5=cfd0e6993f0d1e09b2d671538891af68","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85130327626"
"Filimonau V.; Rosa M.S.; Franca L.S.; Creus A.C.; Ribeiro G.M.; Molnarova J.; Piumatti R.G.; Valsasina L.; Safaei A.","Filimonau, Viachaslau (57202600902); Rosa, Marina Santa (57209731090); Franca, Luíza Santana (56439144500); Creus, Alba Cánovas (57202920646); Ribeiro, Glaydston Mattos (14009673300); Molnarova, Jitka (57324499900); Piumatti, Ricardo Geldres (57323940700); Valsasina, Lucia (57192556541); Safaei, Amir (57519895500)","57202600902; 57209731090; 56439144500; 57202920646; 14009673300; 57324499900; 57323940700; 57192556541; 57519895500","Environmental and carbon footprint of tourist accommodation: A comparative study of popular hotel categories in Brazil and Peru","2021","Journal of Cleaner Production","328","","129561","","","","24","10.1016/j.jclepro.2021.129561","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85118579374&doi=10.1016%2fj.jclepro.2021.129561&partnerID=40&md5=fa8a8917e45384e09a53f2b0531a6dd6","Article","Final","","Scopus","2-s2.0-85118579374"
"Da Silva T.F.L.; Vieira D.R.; De Carvalho M.M.","Da Silva, Tassia Farssura Lima (57195415900); Vieira, Darli Rodrigues (56452486300); De Carvalho, Marly Monteiro (8392510600)","57195415900; 56452486300; 8392510600","Exploring the Challenges in Building Information Modeling (BIM) During the Design Phase: Evidence From Cross-Country Studies","2024","IEEE Transactions on Engineering Management","71","","","14846","14860","14","1","10.1109/TEM.2024.3461508","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85204768420&doi=10.1109%2fTEM.2024.3461508&partnerID=40&md5=8cb426c920199f85e640c62749179887","Article","Final","","Scopus","2-s2.0-85204768420"
"Librelotto L.; Ferroli P.; Craveiro F.; Bártolo H.","Librelotto, Lisiane (56119552700); Ferroli, Paulo (57204681769); Craveiro, Flávio (54962936100); Bártolo, Helena (54959236900)","56119552700; 57204681769; 54962936100; 54959236900","A Model to Evaluate the Sustainability of Buildings Within Urban Environments","2023","Proceedings of the 2nd International Conference on Water Energy Food and Sustainability, ICoWEFS 2022","","","","480","488","8","0","10.1007/978-3-031-26849-6_49","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85197866196&doi=10.1007%2f978-3-031-26849-6_49&partnerID=40&md5=cefb8350d5f506b87d4d88254e44da24","Conference paper","Final","","Scopus","2-s2.0-85197866196"
"Gonçalves A.L.; de CASTRO E.A.; Luz E.; Fendrich R.C.; de SOUZA N.A.; Thomaz-Soccol V.","Gonçalves, André Luiz (57194974380); de CASTRO, Edilene Alcântara (55936726600); Luz, Ennio (6603081201); Fendrich, Ricardo Cancio (22034008600); de SOUZA, Nataly Araújo (7003311176); Thomaz-Soccol, Vanete (6603246876)","57194974380; 55936726600; 6603081201; 22034008600; 7003311176; 6603246876","GENETIC DIVERSITY OF Lutzomyia (Nyssomyia) intermedia IN AN ENDEMIC AREA OF AMERICAN CUTANEOUS LEISHMANIASIS, STATE OF PARANÁ, BRAZIL; [Diversidad genética de Lutzomyia (Nyssomyia) intermedia en un área endémica de leishmaniasis cutánea americana del estado de Paraná, Brasil]","2021","Acta Biologica Colombiana","26","3","","365","373","8","0","10.15446/abc.v26n3.84619","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85123770857&doi=10.15446%2fabc.v26n3.84619&partnerID=40&md5=f2ff2fe4a70f26afb8d6239373ce7f4d","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85123770857"
"Provinciato I.C.C.; Ouyang J.Q.; Cruz-Neto A.P.","Provinciato, Ivan Celso C. (57191433784); Ouyang, Jenny Q. (37073184400); Cruz-Neto, Ariovaldo P. (6603270509)","57191433784; 37073184400; 6603270509","Hematological parameters vary with life history stage in the pale-breasted thrush Turdus leucomelas","2024","Journal of Avian Biology","2024","7-8","e03242","","","","0","10.1111/jav.03242","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85188597669&doi=10.1111%2fjav.03242&partnerID=40&md5=aa8935e7e07d25071b120b7db1a45f0e","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85188597669"
